0.000	2.050	mrii_0001	
2.050	4.758	xmri_0001	
4.758	6.399	xmri_0002	
6.399	9.485	xmri_0003	
9.485	10.877	xmri_0004	
10.877	13.994	xmri_0005	
13.994	19.271	xmri_0006	
19.271	22.047	xmri_0007	
22.047	26.050	xmri_0008	
26.050	32.016	xmri_0009	
32.016	35.486	xmri_000A	
35.486	36.568	xmri_000B	
36.568	41.732	xmri_000C	
41.732	43.995	xmri_000D	
43.995	45.441	xmri_000E	
45.441	47.335	xmri_000F	
47.335	48.643	xmri_0010	
48.643	54.365	xmri_0011	
54.365	57.452	xmri_0012	
57.452	62.451	xmri_0013	
62.451	70.426	xmri_0014	
70.426	71.862	xmri_0015	
71.862	78.373	xmri_0016	
78.373	83.503	xmri_0017	
83.503	85.921	xmri_0018	
85.921	89.184	xmri_0019	
89.184	93.742	xmri_001A	
93.742	98.355	xmri_001B	
98.355	99.982	xmri_001C	
99.982	105.158	xmri_001D	
105.158	108.122	xmri_001E	
108.122	110.980	xmri_001F	
110.980	112.761	xmri_0020	
112.761	114.363	xmri_0021	
114.363	117.192	xmri_0022	
117.192	118.804	xmri_0023	
118.804	120.586	xmri_0024	
120.586	125.583	xmri_0025	
125.583	128.147	xmri_0026	
128.147	130.415	xmri_0027	
130.415	136.266	xmri_0028	
136.266	142.026	xmri_0029	
142.026	144.237	xmri_002A	
144.237	148.710	xmri_002B	
148.710	152.524	xmri_002C	
152.524	156.479	xmri_002D	
156.479	161.044	xmri_002E	
161.044	163.501	xmri_002F	
163.501	167.176	xmri_0030	
167.176	169.034	xmri_0031	
169.034	171.883	xmri_0032	
171.883	176.029	xmri_0033	
176.029	178.096	xmri_0034	
178.096	180.644	xmri_0035	
180.644	182.407	xmri_0036	
182.407	187.020	xmri_0037	
187.020	191.348	xmri_0038	
191.348	193.947	xmri_0039	
193.947	197.072	xmri_003A	
197.072	199.963	xmri_003B	
199.963	201.259	xmri_003C	
201.259	203.581	xmri_003D	
203.581	205.725	xmri_003E	
205.725	207.044	xmri_003F	
207.044	210.046	xmri_0040	
210.046	212.527	xmri_0041	
212.527	213.987	xmri_0042	
213.987	216.269	xmri_0043	
216.269	217.903	xmri_0044	
217.903	220.535	xmri_0045	
220.535	222.657	xmri_0046	
222.657	226.862	xmri_0047	
226.862	230.127	xmri_0048	
230.127	235.804	xmri_0049	
235.804	239.589	xmri_004A	
239.589	243.560	xmri_004B	
243.560	247.070	xmri_004C	
247.070	251.038	xmri_004D	
251.038	257.497	xmri_004E	
257.497	261.554	xmri_004F	
261.554	263.181	xmri_0050	
263.181	267.949	xmri_0051	
267.949	270.678	xmri_0052	
270.678	273.310	xmri_0053	
273.310	278.305	xmri_0054	
278.305	279.455	xmri_0055	
