2.05	0.000
2.708	2.050
1.641	4.758
3.086	6.399
1.392	9.485
3.117	10.877
5.277	13.994
2.776	19.271
4.003	22.047
5.966	26.050
3.47	32.016
1.082	35.486
5.164	36.568
2.263	41.732
1.446	43.995
1.894	45.441
1.308	47.335
5.722	48.643
3.087	54.365
4.999	57.452
7.975	62.451
1.436	70.426
6.511	71.862
5.13	78.373
2.418	83.503
3.263	85.921
4.558	89.184
4.613	93.742
1.627	98.355
5.176	99.982
2.964	105.158
2.858	108.122
1.781	110.980
1.602	112.761
2.829	114.363
1.612	117.192
1.782	118.804
4.997	120.586
2.564	125.583
2.268	128.147
5.851	130.415
5.76	136.266
2.211	142.026
4.473	144.237
3.814	148.710
3.955	152.524
4.565	156.479
2.457	161.044
3.675	163.501
1.858	167.176
2.849	169.034
4.146	171.883
2.067	176.029
2.548	178.096
1.763	180.644
4.613	182.407
4.328	187.020
2.599	191.348
3.125	193.947
2.891	197.072
1.296	199.963
2.322	201.259
2.144	203.581
1.319	205.725
3.002	207.044
2.481	210.046
1.46	212.527
2.282	213.987
1.634	216.269
2.632	217.903
2.122	220.535
4.205	222.657
3.265	226.862
5.677	230.127
3.785	235.804
3.971	239.589
3.51	243.560
3.968	247.070
6.459	251.038
4.057	257.497
1.627	261.554
4.768	263.181
2.729	267.949
2.632	270.678
4.995	273.310
1.15	278.305
