0.000	2.050	mrii_0001	
2.050	6.219	xmri_0001	
6.219	8.782	xmri_0002	
8.782	13.497	xmri_0003	
13.497	16.241	xmri_0004	
16.241	17.438	xmri_0005	
17.438	20.351	xmri_0006	
20.351	21.913	xmri_0007	
21.913	24.478	xmri_0008	
24.478	26.072	xmri_0009	
26.072	28.357	xmri_000A	
28.357	29.951	xmri_000B	
29.951	32.442	xmri_000C	
32.442	34.153	xmri_000D	
34.153	38.115	xmri_000E	
38.115	39.826	xmri_000F	
39.826	43.620	xmri_0010	
43.620	46.251	xmri_0011	
46.251	47.330	xmri_0012	
47.330	49.615	xmri_0013	
49.615	51.159	xmri_0014	
51.159	53.980	xmri_0015	
53.980	55.505	xmri_0016	
55.505	58.418	xmri_0017	
58.418	59.533	xmri_0018	
59.533	62.098	xmri_0019	
62.098	63.819	xmri_001A	
63.819	67.782	xmri_001B	
67.782	72.827	xmri_001C	
72.827	77.139	xmri_001D	
77.139	79.417	xmri_001E	
79.417	81.564	xmri_001F	
81.564	83.631	xmri_0020	
83.631	84.897	xmri_0021	
84.897	86.856	xmri_0022	
86.856	88.718	xmri_0023	
88.718	91.187	xmri_0024	
91.187	92.502	xmri_0025	
92.502	98.207	xmri_0026	
98.207	99.443	xmri_0027	
99.443	101.179	xmri_0028	
101.179	102.988	xmri_0029	
102.988	104.333	xmri_002A	
104.333	105.868	xmri_002B	
105.868	108.827	xmri_002C	
108.827	110.320	xmri_002D	
110.320	113.069	xmri_002E	
113.069	115.432	xmri_002F	
115.432	119.366	xmri_0030	
119.366	126.803	xmri_0031	
126.803	128.418	xmri_0032	
128.418	131.366	xmri_0033	
131.366	134.996	xmri_0034	
134.996	137.938	xmri_0035	
137.938	142.543	xmri_0036	
142.543	147.478	xmri_0037	
147.478	148.259	xmri_0038	
148.259	150.230	xmri_0039	
150.230	151.343	xmri_003A	
151.343	157.723	xmri_003B	
157.723	158.503	xmri_003C	
158.503	160.816	xmri_003D	
160.816	161.761	xmri_003E	
161.761	165.096	xmri_003F	
165.096	169.702	xmri_0040	
169.702	172.894	xmri_0041	
172.894	175.385	xmri_0042	
175.385	179.746	xmri_0043	
179.746	182.727	xmri_0044	
182.727	186.455	xmri_0045	
186.455	187.827	xmri_0046	
187.827	191.107	xmri_0047	
191.107	196.248	xmri_0048	
196.248	197.371	xmri_0049	
197.371	201.323	xmri_004A	
201.323	202.279	xmri_004B	
202.279	204.526	xmri_004C	
204.526	206.144	xmri_004D	
206.144	207.915	xmri_004E	
207.915	213.109	xmri_004F	
213.109	214.689	xmri_0050	
214.689	219.390	xmri_0051	
219.390	220.170	xmri_0052	
220.170	222.483	xmri_0053	
222.483	226.526	xmri_0054	
226.526	227.752	xmri_0055	
227.752	229.821	xmri_0056	
229.821	230.847	xmri_0057	
230.847	232.919	xmri_0058	
232.919	234.134	xmri_0059	
234.134	236.480	xmri_005A	
236.480	239.588	xmri_005B	
239.588	240.814	xmri_005C	
240.814	242.383	xmri_005D	
242.383	246.417	xmri_005E	
246.417	247.443	xmri_005F	
247.443	249.014	xmri_0060	
249.014	253.379	xmri_0061	
253.379	254.594	xmri_0062	
254.594	256.440	xmri_0063	
256.440	258.036	xmri_0064	
258.036	260.012	xmri_0065	
260.012	261.852	xmri_0066	
261.852	267.344	xmri_0067	
267.344	271.831	xmri_0068	
271.831	275.378	xmri_0069	
275.378	279.636	xmri_006A	
279.636	285.701	xmri_006B	
285.701	288.271	xmri_006C	
288.271	293.395	xmri_006D	
293.395	294.862	xmri_006E	
294.862	297.357	xmri_006F	
297.357	303.834	xmri_0070	
303.834	305.566	xmri_0071	
305.566	311.464	xmri_0072	
311.464	312.560	xmri_0073	
312.560	315.135	xmri_0074	
315.135	317.044	xmri_0075	
317.044	323.933	xmri_0076	
323.933	325.897	xmri_0077	
325.897	328.796	xmri_0078	
328.796	333.185	xmri_0079	
333.185	337.223	xmri_007A	
337.223	339.339	xmri_007B	
339.339	340.686	xmri_007C	
340.686	341.971	xmri_007D	
341.971	343.923	xmri_007E	
343.923	347.424	xmri_007F	
347.424	349.691	xmri_0080	
349.691	353.906	xmri_0081	
353.906	355.279	xmri_0082	
355.279	357.375	xmri_0083	
357.375	358.539	xmri_0084	
358.539	361.251	xmri_0085	
361.251	362.374	xmri_0086	
362.374	363.770	xmri_0087	
363.770	369.489	xmri_0088	
369.489	370.996	xmri_0089	
370.996	374.432	xmri_008A	
374.432	377.702	xmri_008B	
377.702	380.006	xmri_008C	
380.006	381.642	xmri_008D	
381.642	384.867	xmri_008E	
384.867	388.526	xmri_008F	
388.526	390.243	xmri_0090	
390.243	396.231	xmri_0091	
396.231	398.615	xmri_0092	
398.615	400.233	xmri_0093	
400.233	403.514	xmri_0094	
403.514	405.002	xmri_0095	
405.002	405.703	xmri_0096	
405.703	407.101	xmri_0097	
407.101	410.391	xmri_0098	
410.391	415.756	xmri_0099	
415.756	418.424	xmri_009A	
418.424	420.263	xmri_009B	
420.263	421.838	xmri_009C	
421.838	423.154	xmri_009D	
423.154	425.065	xmri_009E	
425.065	426.381	xmri_009F	
426.381	427.831	xmri_00A0	
427.831	433.833	xmri_00A1	
433.833	436.666	xmri_00A2	
436.666	444.790	xmri_00A3	
444.790	447.784	xmri_00A4	
447.784	453.457	xmri_00A5	
453.457	456.416	xmri_00A6	
456.416	459.206	xmri_00A7	
459.206	465.858	xmri_00A8	
465.858	466.803	xmri_00A9	
466.803	472.098	xmri_00AA	
472.098	474.304	xmri_00AB	
474.304	477.534	xmri_00AC	
477.534	481.468	xmri_00AD	
481.468	483.564	xmri_00AE	
483.564	485.694	xmri_00AF	
485.694	488.756	xmri_00B0	
488.756	492.696	xmri_00B1	
492.696	494.857	xmri_00B2	
494.857	496.606	xmri_00B3	
496.606	499.667	xmri_00B4	
499.667	504.202	xmri_00B5	
504.202	505.514	xmri_00B6	
505.514	507.701	xmri_00B7	
507.701	513.489	xmri_00B8	
513.489	516.122	xmri_00B9	
516.122	519.135	xmri_00BA	
519.135	521.371	xmri_00BB	
521.371	522.900	xmri_00BC	
522.900	524.409	xmri_00BD	
