2.05	0.000
4.169	2.050
2.563	6.219
4.715	8.782
2.744	13.497
1.197	16.241
2.913	17.438
1.562	20.351
2.565	21.913
1.594	24.478
2.285	26.072
1.594	28.357
2.491	29.951
1.711	32.442
3.962	34.153
1.711	38.115
3.794	39.826
2.631	43.620
1.079	46.251
2.285	47.330
1.544	49.615
2.821	51.159
1.525	53.980
2.913	55.505
1.115	58.418
2.565	59.533
1.721	62.098
3.963	63.819
5.045	67.782
4.312	72.827
2.278	77.139
2.147	79.417
2.067	81.564
1.266	83.631
1.959	84.897
1.862	86.856
2.469	88.718
1.315	91.187
5.705	92.502
1.236	98.207
1.736	99.443
1.809	101.179
1.345	102.988
1.535	104.333
2.959	105.868
1.493	108.827
2.749	110.320
2.363	113.069
3.934	115.432
7.437	119.366
1.615	126.803
2.948	128.418
3.63	131.366
2.942	134.996
4.605	137.938
4.935	142.543
0.781	147.478
1.971	148.259
1.113	150.230
6.38	151.343
0.78	157.723
2.313	158.503
0.945	160.816
3.335	161.761
4.606	165.096
3.192	169.702
2.491	172.894
4.361	175.385
2.981	179.746
3.728	182.727
1.372	186.455
3.28	187.827
5.141	191.107
1.123	196.248
3.952	197.371
0.956	201.323
2.247	202.279
1.618	204.526
1.771	206.144
5.194	207.915
1.58	213.109
4.701	214.689
0.78	219.390
2.313	220.170
4.043	222.483
1.226	226.526
2.069	227.752
1.026	229.821
2.072	230.847
1.215	232.919
2.346	234.134
3.108	236.480
1.226	239.588
1.569	240.814
4.034	242.383
1.026	246.417
1.571	247.443
4.365	249.014
1.215	253.379
1.846	254.594
1.596	256.440
1.976	258.036
1.84	260.012
5.492	261.852
4.487	267.344
3.547	271.831
4.258	275.378
6.065	279.636
2.57	285.701
5.124	288.271
1.467	293.395
2.495	294.862
6.477	297.357
1.732	303.834
5.898	305.566
1.096	311.464
2.575	312.560
1.909	315.135
6.889	317.044
1.964	323.933
2.899	325.897
4.389	328.796
4.038	333.185
2.116	337.223
1.347	339.339
1.285	340.686
1.952	341.971
3.501	343.923
2.267	347.424
4.215	349.691
1.373	353.906
2.096	355.279
1.164	357.375
2.712	358.539
1.123	361.251
1.396	362.374
5.719	363.770
1.507	369.489
3.436	370.996
3.27	374.432
2.304	377.702
1.636	380.006
3.225	381.642
3.659	384.867
1.717	388.526
5.988	390.243
2.384	396.231
1.618	398.615
3.281	400.233
1.488	403.514
0.701	405.002
1.398	405.703
3.29	407.101
5.365	410.391
2.668	415.756
1.839	418.424
1.575	420.263
1.316	421.838
1.911	423.154
1.316	425.065
1.45	426.381
6.002	427.831
2.833	433.833
8.124	436.666
2.994	444.790
5.673	447.784
2.959	453.457
2.79	456.416
6.652	459.206
0.945	465.858
5.295	466.803
2.206	472.098
3.23	474.304
3.934	477.534
2.096	481.468
2.13	483.564
3.062	485.694
3.94	488.756
2.161	492.696
1.749	494.857
3.061	496.606
4.535	499.667
1.312	504.202
2.187	505.514
5.788	507.701
2.633	513.489
3.013	516.122
2.236	519.135
1.529	521.371
1.509	522.900
1.078	524.409
1.006	525.487
4.386	526.493
1.577	530.879
1.589	532.456
1.666	534.045
2.224	535.711
1.594	537.935
1.569	539.529
1.503	541.098
1.5	542.601
7.597	544.101
4.757	551.698
5.95	556.455
2.525	562.405
1.582	564.930
6.51	566.512
1.151	573.022
